id,email_address,first_name,last_name,address,city,county_name,state,zip,website_source,phone_number,gender,dob,registration_date,valid,extra,email_id,ethnicity,ownrent,domain,main_interest,sub_interest,latitude,longitude,uploaded,country,websource_id,interest_ids,DNC,source,first_name_norm,last_name_norm,zip_norm
13,matthew.harris13@business.io,Matthew,Harris,6470 Main St,Denver,Denver County,ID,84680,web.net,282-765-5992,Other,1982-08-06,2021-06-23,1,,email_13,Hispanic,,web.net,sports,casual,26.908879,-82.066795,2021-06-23,US,11,"4,60",0,manual,matthew,harris,84680
14,robert.sanchez14@example.com,Robert,Sanchez,305 Main St,San Diego,San Diego County,NM,88396,example.com,990-732-9805,F,1982-12-05,2021-03-10,1,,email_14,,,example.com,health,organic,46.772291,-119.506438,2021-03-10,US,16,"31,89",,web,robert,sanchez,88396
15,emily.wilson15@business.io,Emily,Wilson,691 Main St,San Jose,San Jose County,DE,19360,web.net,755-935-1010,M,1963-11-24,2021-10-12,1,,email_15,Black,Rent,web.net,travel,casual,25.654176,-108.816565,2021-10-12,US,42,"35,82",,api,emily,wilson,19360
16,brian.martin16@example.com,Brian,Martin,4033 Main St,Dallas,Dallas County,MI,48156,example.com,869-504-5019,M,2005-10-19,2025-02-27,1,,email_16,Black,Rent,example.com,fashion,mobile,30.897177,-101.337199,2025-02-27,US,58,"7,76",1,import,brian,martin,48156
17,daniel.garcia17@mail.com,Daniel,Garcia,1217 Main St,Austin,Austin County,NV,88530,example.com,693-100-4490,M,1973-05-06,2025-08-27,1,,email_17,Black,Rent,example.com,technology,football,35.797624,-92.619434,2025-08-27,US,35,"38,71",0,import,daniel,garcia,88530
18,thomas.anderson18@business.io,Thomas,Anderson,3356 Main St,Jacksonville,Jacksonville County,CA,91489,company.co,873-934-5564,M,1987-01-14,2024-01-25,1,,email_18,Asian,Own,company.co,sports,fitness,34.341756,-85.556499,2024-01-25,US,51,"6,83",1,api,thomas,anderson,91489
19,matthew.garcia19@mail.com,Matthew,Garcia,7995 Main St,Charlotte,Charlotte County,AL,35949,example.com,774-607-8949,M,1997-12-03,2021-02-03,1,,email_19,,Own,example.com,finance,football,35.376504,-114.222670,2021-02-03,US,28,"45,77",,web,matthew,garcia,35949
20,andrew.perez20@web.net,Andrew,Perez,7073 Main St,Austin,Austin County,RI,02959,web.net,814-254-9783,F,1957-09-12,2024-02-03,1,,email_20,Hispanic,Rent,web.net,sports,organic,45.704240,-77.634632,2024-02-03,US,87,"5,90",1,api,andrew,perez,02959
21,john.smith21@test.org,John,Smith,9159 Main St,Los Angeles,Los Angeles County,NE,68805,company.co,370-465-2180,M,2000-04-15,2024-10-15,1,,email_21,Asian,Rent,company.co,technology,organic,30.197914,-110.707585,2024-10-15,US,81,"47,61",0,api,john,smith,68805
22,steven.rodriguez22@test.org,Steven,Rodriguez,4907 Main St,Philadelphia,Philadelphia County,ME,04420,mail.com,468-237-4750,F,1998-04-08,2025-12-16,1,,email_22,Asian,Rent,mail.com,music,rock,28.376943,-70.970210,2025-12-16,US,25,"25,91",,web,steven,rodriguez,04420
23,deborah.wright23@example.com,Deborah,Wright,255 Main St,Fort Worth,Fort Worth County,WA,99232,test.org,664-400-8659,Other,1954-10-21,2025-05-26,1,,email_23,Other,Rent,test.org,travel,fitness,45.974495,-81.663082,2025-05-26,US,26,"25,64",,api,deborah,wright,99232
24,margaret.gonzalez24@test.org,Margaret,Gonzalez,4698 Main St,Denver,Denver County,MS,39751,mail.com,820-185-1058,Other,2000-02-10,2025-05-22,1,,email_24,,Rent,mail.com,food,fitness,41.867077,-94.273635,2025-05-22,US,41,"46,81",1,api,margaret,gonzalez,39751
25,brian.anderson25@mail.com,Brian,Anderson,3490 Main St,San Diego,San Diego County,TN,38306,web.net,859-716-6070,Other,1964-01-06,2026-10-21,1,,email_25,White,Rent,web.net,technology,fitness,34.386151,-81.351263,2026-10-21,US,31,"23,60",,web,brian,anderson,38306
26,michael.wright26@mail.com,Michael,Wright,1026 Main St,Washington,Washington County,NV,88517,mail.com,204-382-7568,M,1969-06-22,2022-01-19,1,,email_26,Hispanic,,mail.com,sports,mobile,27.641874,-73.214384,2022-01-19,US,48,"42,69",,web,michael,wright,88517
27,thomas.jackson27@example.com,Thomas,Jackson,3497 Main St,Charlotte,Charlotte County,KY,41628,business.io,360-792-9256,Other,1966-04-17,2026-02-14,1,,email_27,Asian,Own,business.io,food,casual,45.223917,-76.900181,2026-02-14,US,51,"17,86",,manual,thomas,jackson,41628
28,sarah.thompson28@web.net,Sarah,Thompson,5548 Main St,Columbus,Columbus County,AZ,86861,mail.com,665-249-3457,F,1974-04-09,2022-06-02,1,,email_28,White,,mail.com,fashion,mobile,44.815830,-111.688446,2022-06-02,US,43,"8,54",,api,sarah,thompson,86861
29,charles.white29@mail.com,Charles,White,7896 Main St,San Antonio,San Antonio County,ND,58551,test.org,528-306-1460,F,1982-08-27,2024-04-19,1,,email_29,Other,Own,test.org,health,casual,31.312107,-98.920376,2024-04-19,US,12,"41,76",,api,charles,white,58551
30,timothy.adams30@example.com,Timothy,Adams,876 Main St,Dallas,Dallas County,CT,06379,example.com,801-261-6818,Other,1976-11-19,2020-12-24,1,,email_30,Black,Own,example.com,technology,football,35.458304,-87.478061,2020-12-24,US,6,"38,70",,api,timothy,adams,06379
31,jennifer.moore31@business.io,Jennifer,Moore,1181 Main St,Phoenix,Phoenix County,SC,29775,mail.com,475-842-1299,Other,1962-04-16,2025-07-06,1,,email_31,Other,Rent,mail.com,finance,organic,40.498430,-123.741358,2025-07-06,US,31,"39,76",,import,jennifer,moore,29775
32,kimberly.lewis32@business.io,Kimberly,Lewis,1710 Main St,Chicago,Chicago County,WI,54430,web.net,822-367-8064,M,1992-05-05,2024-04-09,1,,email_32,Asian,,web.net,travel,investing,30.276706,-101.275035,2024-04-09,US,22,"3,60",1,import,kimberly,lewis,54430
33,margaret.lee33@company.co,Margaret,Lee,1089 Main St,San Diego,San Diego County,RI,02159,business.io,214-182-8833,Other,1955-03-05,2023-10-08,1,,email_33,,Rent,business.io,health,casual,29.575782,-84.641274,2023-10-08,US,97,"49,71",1,web,margaret,lee,02159
34,jessica.lee34@company.co,Jessica,Lee,1959 Main St,San Diego,San Diego County,LA,71166,web.net,479-503-3913,Other,1977-05-24,2021-01-16,1,,email_34,Other,Rent,web.net,travel,investing,31.967167,-124.014169,2021-01-16,US,93,"4,68",0,web,jessica,lee,71166
35,andrew.hall35@test.org,Andrew,Hall,8643 Main St,Austin,Austin County,FL,32199,business.io,543-354-2248,M,1986-03-13,2021-08-09,1,,email_35,Hispanic,Rent,business.io,health,football,47.516026,-89.895038,2021-08-09,US,4,"44,85",0,import,andrew,hall,32199
36,carol.jones36@test.org,Carol,Jones,8251 Main St,Washington,Washington County,KS,67501,business.io,904-953-7022,Other,1958-07-12,2023-01-23,1,,email_36,Asian,Rent,business.io,sports,organic,38.810366,-76.359673,2023-01-23,US,39,"39,78",0,import,carol,jones,67501
37,jessica.thomas37@example.com,Jessica,Thomas,3181 Main St,Charlotte,Charlotte County,NY,12783,test.org,515-247-3352,Other,1964-12-22,2022-10-11,1,,email_37,Asian,,test.org,sports,rock,38.607740,-104.461449,2022-10-11,US,62,"35,66",,manual,jessica,thomas,12783
38,andrew.roberts38@test.org,Andrew,Roberts,8410 Main St,Jacksonville,Jacksonville County,AZ,85842,web.net,479-278-3460,Other,2005-05-06,2022-05-12,1,,email_38,Other,Rent,web.net,food,football,32.474796,-119.481071,2022-05-12,US,46,"35,61",0,import,andrew,roberts,85842
39,susan.baker39@business.io,Susan,Baker,6056 Main St,Los Angeles,Los Angeles County,WA,99025,web.net,849-382-9353,F,1988-06-14,2023-06-27,1,,email_39,Black,,web.net,fashion,mobile,42.689043,-100.593587,2023-06-27,US,27,"36,80",1,import,susan,baker,99025
40,dorothy.smith40@web.net,Dorothy,Smith,8579 Main St,Austin,Austin County,NM,88251,company.co,598-136-3122,M,1979-08-22,2021-07-24,1,,email_40,Asian,Own,company.co,sports,rock,38.421208,-120.999052,2021-07-24,US,62,"27,80",1,web,dorothy,smith,88251
41,william.roberts41@example.com,William,Roberts,8309 Main St,Jacksonville,Jacksonville County,CT,06404,company.co,386-793-4301,Other,1980-02-28,2024-08-03,1,,email_41,Asian,,company.co,health,organic,32.624688,-123.953547,2024-08-03,US,28,"38,90",,manual,william,roberts,06404
42,mark.smith42@test.org,Mark,Smith,7249 Main St,Dallas,Dallas County,LA,71086,test.org,326-898-6747,Other,1986-04-17,2026-03-05,1,,email_42,Other,Own,test.org,finance,casual,27.310758,-76.460172,2026-03-05,US,84,"48,57",1,manual,mark,smith,71086
43,george.white43@mail.com,George,White,9966 Main St,Los Angeles,Los Angeles County,PA,18430,example.com,363-295-7470,Other,2004-04-11,2020-10-27,1,,email_43,,Own,example.com,sports,domestic,39.817323,-121.864147,2020-10-27,US,4,"35,90",0,web,george,white,18430
44,thomas.jackson44@company.co,Thomas,Jackson,7951 Main St,Los Angeles,Los Angeles County,FL,33511,example.com,440-190-3177,Other,2001-01-15,2024-11-03,1,,email_44,Other,,example.com,music,fitness,40.219843,-86.632797,2024-11-03,US,45,"44,88",1,api,thomas,jackson,33511
45,michael.lee45@mail.com,Michael,Lee,5676 Main St,Dallas,Dallas County,HI,96677,test.org,458-268-2502,M,1989-11-04,2021-08-23,1,,email_45,Hispanic,Rent,test.org,technology,domestic,44.432866,-80.717764,2021-08-23,US,57,"27,62",,manual,michael,lee,96677
46,david.scott46@test.org,David,Scott,4325 Main St,San Antonio,San Antonio County,NM,87897,mail.com,774-849-5174,M,2000-07-11,2025-09-26,1,,email_46,Other,Own,mail.com,finance,organic,36.850004,-99.789633,2025-09-26,US,65,"23,90",,web,david,scott,87897
47,mark.scott47@web.net,Mark,Scott,3538 Main St,Indianapolis,Indianapolis County,KY,41011,company.co,939-852-7366,Other,1993-12-23,2020-02-14,1,,email_47,Other,Own,company.co,travel,football,35.930293,-101.464241,2020-02-14,US,62,"7,74",1,api,mark,scott,41011
48,charles.king48@business.io,Charles,King,9419 Main St,Jacksonville,Jacksonville County,MD,21250,business.io,285-928-6926,F,1998-02-13,2020-09-09,1,,email_48,Hispanic,Own,business.io,food,investing,28.294655,-82.675518,2020-09-09,US,78,"47,85",,api,charles,king,21250
49,sarah.thompson49@business.io,Sarah,Thompson,3464 Main St,Denver,Denver County,GA,31594,mail.com,585-441-4966,Other,1958-05-07,2022-08-07,1,,email_49,Hispanic,Rent,mail.com,finance,domestic,42.916078,-100.001735,2022-08-07,US,36,"39,51",,manual,sarah,thompson,31594
50,dorothy.moore50@company.co,Dorothy,Moore,670 Main St,San Antonio,San Antonio County,IA,50331,test.org,914-256-6209,M,1952-01-08,2020-08-16,1,,email_50,,Own,test.org,health,fitness,34.384255,-116.154013,2020-08-16,US,30,"11,76",,import,dorothy,moore,50331
51,barbara.lopez51@web.net,Barbara,Lopez,8797 Main St,Houston,Houston County,ND,58146,web.net,383-866-7475,F,1983-09-05,2024-06-25,1,,email_51,White,Rent,web.net,sports,casual,33.379320,-70.435878,2024-06-25,US,93,"41,67",,import,barbara,lopez,58146
52,elizabeth.roberts52@mail.com,Elizabeth,Roberts,8510 Main St,Philadelphia,Philadelphia County,IN,47376,company.co,664-427-4833,M,1999-10-11,2020-12-03,1,,email_52,,Rent,company.co,food,domestic,46.599797,-70.712610,2020-12-03,US,94,"36,91",0,web,elizabeth,roberts,47376
53,karen.thomas53@example.com,Karen,Thomas,7078 Main St,Fort Worth,Fort Worth County,IA,51539,mail.com,495-449-5877,Other,1957-07-17,2021-04-23,1,,email_53,Other,Own,mail.com,finance,rock,26.246531,-117.250530,2021-04-23,US,48,"29,82",1,api,karen,thomas,51539
54,michelle.martinez54@mail.com,Michelle,Martinez,8269 Main St,Fort Worth,Fort Worth County,MA,01611,web.net,523-989-1635,F,2002-11-07,2020-11-14,1,,email_54,White,Own,web.net,sports,rock,39.211541,-99.460659,2020-11-14,US,21,"35,58",0,api,michelle,martinez,01611
55,robert.white55@web.net,Robert,White,1814 Main St,Indianapolis,Indianapolis County,MT,59371,company.co,500-128-2702,F,1957-01-14,2020-07-28,1,,email_55,White,Rent,company.co,finance,domestic,30.823292,-98.724892,2020-07-28,US,97,"45,64",,import,robert,white,59371
56,steven.hall56@business.io,Steven,Hall,5519 Main St,Austin,Austin County,NC,27290,business.io,893-265-1446,M,1999-07-16,2021-06-15,1,,email_56,Hispanic,,business.io,technology,investing,27.263424,-87.187060,2021-06-15,US,71,"49,66",0,web,steven,hall,27290
57,donna.thomas57@business.io,Donna,Thomas,6658 Main St,Jacksonville,Jacksonville County,WA,99722,web.net,945-966-4728,F,1993-04-24,2026-09-27,1,,email_57,Hispanic,Own,web.net,health,organic,33.855515,-78.046087,2026-09-27,US,94,"9,93",0,api,donna,thomas,99722
58,barbara.wright58@company.co,Barbara,Wright,9907 Main St,Phoenix,Phoenix County,NJ,08538,test.org,462-386-7593,Other,1960-09-17,2022-12-09,1,,email_58,,Rent,test.org,music,rock,44.779202,-80.251706,2022-12-09,US,70,"8,63",1,api,barbara,wright,08538
59,james.rivera59@business.io,James,Rivera,7547 Main St,Denver,Denver County,WY,83360,business.io,432-360-6685,F,1953-05-01,2020-05-11,1,,email_59,Black,,business.io,finance,organic,36.128439,-100.954543,2020-05-11,US,79,"42,75",0,web,james,rivera,83360
60,sarah.harris60@web.net,Sarah,Harris,466 Main St,Denver,Denver County,NH,03851,company.co,814-579-9472,Other,1958-10-11,2025-09-17,1,,email_60,White,Rent,company.co,health,casual,30.026098,-87.626201,2025-09-17,US,56,"22,63",1,import,sarah,harris,03851
61,steven.lee61@web.net,Steven,Lee,2582 Main St,Chicago,Chicago County,DE,19093,test.org,433-107-9900,Other,1956-09-02,2021-08-25,1,,email_61,,,test.org,fashion,organic,44.654269,-109.319268,2021-08-25,US,89,"38,51",1,manual,steven,lee,19093
62,jessica.green62@mail.com,Jessica,Green,3171 Main St,Los Angeles,Los Angeles County,WI,53564,company.co,981-789-4461,M,1982-05-09,2022-01-27,1,,email_62,Other,Own,company.co,technology,mobile,44.326434,-77.350804,2022-01-27,US,51,"33,70",1,web,jessica,green,53564
63,james.king63@mail.com,James,King,1423 Main St,San Diego,San Diego County,WV,26532,example.com,691-377-2879,M,1996-10-28,2026-05-26,1,,email_63,,Own,example.com,sports,domestic,31.190968,-72.034696,2026-05-26,US,10,"35,87",0,api,james,king,26532
64,melissa.moore64@business.io,Melissa,Moore,4389 Main St,Los Angeles,Los Angeles County,NM,88588,web.net,225-290-2555,Other,1971-11-15,2022-07-19,1,,email_64,Other,Own,web.net,health,rock,31.662365,-121.956817,2022-07-19,US,98,"40,79",0,api,melissa,moore,88588
65,,Deborah,Carter,6132 Main St,Dallas,Dallas County,OK,73753,business.io,432-510-9640,F,1952-05-14,2025-02-12,0,,email_65,White,Own,business.io,finance,domestic,36.834640,-84.059496,2025-02-12,US,73,"45,52",,web,deborah,carter,73753
66,,Nancy,Campbell,6615 Main St,Houston,Houston County,MO,64261,test.org,258-563-1137,F,1982-12-11,2026-02-04,0,,email_66,Hispanic,,test.org,sports,organic,32.179202,-83.876496,2026-02-04,US,36,"1,71",0,manual,nancy,campbell,64261
67,,James,Lee,5254 Main St,San Francisco,San Francisco County,MI,49483,company.co,569-202-2422,Other,1982-12-01,2023-04-07,0,,email_67,White,Rent,company.co,music,rock,47.004098,-75.742348,2023-04-07,US,57,"40,88",,manual,james,lee,49483
68,,George,Ramirez,3001 Main St,Columbus,Columbus County,PA,16985,example.com,462-909-1024,Other,1977-06-05,2023-08-21,1,,email_68,Black,,example.com,music,fitness,45.688323,-82.199703,2023-08-21,US,95,"40,99",0,import,george,ramirez,16985
69,,Barbara,Adams,300 Main St,Phoenix,Phoenix County,TN,38498,company.co,422-607-8621,F,1982-08-03,2026-12-23,0,,email_69,,Own,company.co,travel,organic,43.510288,-88.452630,2026-12-23,US,50,"3,89",,api,barbara,adams,38498
70,,Timothy,Hill,3190 Main St,San Jose,San Jose County,DE,19636,mail.com,428-703-2439,F,1965-02-23,2023-06-12,1,,email_70,,Rent,mail.com,technology,organic,27.340535,-92.739012,2023-06-12,US,7,"18,87",1,import,timothy,hill,19636
71,,Sandra,Perez,2662 Main St,Chicago,Chicago County,WV,26033,example.com,953-337-5767,F,1962-08-18,2024-11-03,1,,email_71,Hispanic,,example.com,music,investing,31.095236,-110.647407,2024-11-03,US,76,"17,74",,manual,sandra,perez,26033
72,,Margaret,Nguyen,7125 Main St,San Diego,San Diego County,AK,99421,example.com,447-678-7757,F,1964-07-04,2024-03-06,1,,email_72,Other,Own,example.com,technology,domestic,46.270452,-74.156605,2024-03-06,US,43,"23,76",0,manual,margaret,nguyen,99421
73,not-an-email,Deborah,Flores,6180 Main St,San Jose,San Jose County,NM,87831,example.com,860-501-8183,M,1970-07-09,2023-08-23,1,,email_73,White,,example.com,music,domestic,35.043596,-103.835785,2023-08-23,US,23,"47,68",0,api,deborah,flores,87831
74,@missing-local.com,John,Hall,3361 Main St,San Antonio,San Antonio County,DC,20310,mail.com,490-515-2371,Other,1999-03-22,2026-01-18,1,,email_74,Other,Own,mail.com,health,domestic,34.202599,-93.741319,2026-01-18,US,16,"20,76",0,web,john,hall,20310
75,not-an-email,Thomas,Hill,9055 Main St,Chicago,Chicago County,NY,14765,mail.com,979-543-8256,F,1990-08-15,2024-09-20,1,,email_75,,,mail.com,travel,investing,44.464003,-80.918429,2024-09-20,US,26,"18,77",0,manual,thomas,hill,14765
76,@missing-local.com,George,Adams,2162 Main St,San Francisco,San Francisco County,ID,83134,example.com,731-259-1453,M,1971-05-22,2020-12-04,0,,email_76,Black,Own,example.com,food,rock,27.922920,-100.373796,2020-12-04,US,89,"14,62",1,web,george,adams,83134
77,double@@at.com,Kimberly,Roberts,4804 Main St,San Francisco,San Francisco County,HI,97800,test.org,389-136-7832,Other,1953-07-20,2023-11-21,1,,email_77,Other,,test.org,travel,investing,35.358609,-79.686428,2023-11-21,US,84,"45,73",1,api,kimberly,roberts,97800
78,@missing-local.com,Richard,Moore,7114 Main St,San Diego,San Diego County,NV,88643,business.io,445-568-6892,M,1958-11-08,2026-12-11,0,,email_78,,Own,business.io,fashion,organic,32.781069,-100.434894,2026-12-11,US,87,"16,74",,web,richard,moore,88643
79,no-at-sign,Lisa,Williams,134 Main St,Houston,Houston County,NE,68543,company.co,627-541-1039,M,1976-02-08,2026-10-27,0,,email_79,,Own,company.co,technology,casual,42.453709,-101.116003,2026-10-27,US,76,"28,74",0,import,lisa,williams,68543
80,bbb.ramirez@test.org,bbb,Ramirez,2734 Main St,Columbus,Columbus County,ND,58774,test.org,638-623-3684,Other,1964-01-12,2023-09-08,0,,email_80,,,test.org,health,fitness,45.344067,-78.281508,2023-09-08,US,94,"42,75",1,api,bbb,ramirez,58774
81,test.martin@company.co,test,Martin,9833 Main St,San Diego,San Diego County,CT,06739,example.com,653-750-2918,M,1961-05-14,2021-04-17,1,,email_81,White,Own,example.com,travel,investing,38.452699,-110.230354,2021-04-17,US,66,"21,85",1,import,test,martin,06739
82,asdf.martinez@mail.com,asdf,Martinez,3721 Main St,Columbus,Columbus County,NY,14818,business.io,291-989-9350,F,1957-10-08,2020-01-22,1,,email_82,Asian,Rent,business.io,health,rock,38.626726,-79.865264,2020-01-22,US,48,"45,89",0,api,asdf,martinez,14818
83,aaa.lopez@web.net,aaa,Lopez,1290 Main St,Indianapolis,Indianapolis County,OH,45837,test.org,606-459-2490,Other,1980-07-26,2020-09-10,0,,email_83,,Rent,test.org,finance,investing,28.736750,-111.723155,2020-09-10,US,24,"13,68",0,api,aaa,lopez,45837
84,asdf.garcia@mail.com,asdf,Garcia,7680 Main St,Washington,Washington County,NH,03412,mail.com,366-710-8009,Other,1961-02-03,2026-02-10,0,,email_84,Black,Own,mail.com,health,domestic,35.365954,-124.509711,2026-02-10,US,86,"47,59",0,api,asdf,garcia,03412
85,deborah.xyz@mail.com,Deborah,xyz,8751 Main St,Houston,Houston County,WY,82887,web.net,461-803-9386,F,1989-01-20,2021-02-05,0,,email_85,Black,,web.net,music,rock,27.241073,-102.671083,2021-02-05,US,79,"23,67",1,import,deborah,xyz,82887
86,james.dummy@company.co,James,dummy,2550 Main St,San Jose,San Jose County,MN,55688,mail.com,564-617-1500,Other,1959-07-27,2021-07-22,0,,email_86,Asian,Rent,mail.com,fashion,casual,45.659112,-70.860907,2021-07-22,US,65,"41,89",0,web,james,dummy,55688
87,daniel.qwerty@business.io,Daniel,qwerty,5154 Main St,Fort Worth,Fort Worth County,OR,97871,mail.com,222-915-7739,Other,1961-08-02,2022-04-12,0,,email_87,Other,Own,mail.com,food,rock,47.031837,-88.005337,2022-04-12,US,92,"29,72",,web,daniel,qwerty,97871
88,donna.qwerty@company.co,Donna,qwerty,1278 Main St,Jacksonville,Jacksonville County,MN,55083,business.io,325-359-2681,M,1977-10-26,2023-10-23,1,,email_88,Hispanic,Rent,business.io,music,mobile,38.247680,-99.947952,2023-10-23,US,30,"39,53",,web,donna,qwerty,55083
89,michael.dummy@test.org,Michael,dummy,7662 Main St,New York,New York County,OR,97887,mail.com,271-998-9212,F,1969-09-27,2021-07-11,1,,email_89,Asian,,mail.com,travel,football,47.254942,-111.446590,2021-07-11,US,67,"50,100",,manual,michael,dummy,97887
90,matthew.baker@business.io,Matthew,Baker,2124 Main St,Austin,Austin County,CA,20454,business.io,390-739-6206,F,1979-02-22,2021-04-26,1,,email_90,Black,,business.io,travel,casual,39.506792,-100.471582,2021-04-26,US,49,"32,93",,api,matthew,baker,20454
91,joshua.young@mail.com,Joshua,Young,264 Main St,Phoenix,Phoenix County,WA,52299,test.org,707-969-9187,M,1968-06-20,2025-01-28,0,,email_91,Asian,,test.org,sports,domestic,39.878127,-123.127246,2025-01-28,US,12,"27,63",0,import,joshua,young,52299
92,kimberly.green@web.net,Kimberly,Green,3783 Main St,Austin,Austin County,SD,68685,test.org,820-763-4428,M,1965-03-28,2021-07-12,1,,email_92,Hispanic,,test.org,finance,football,32.941751,-83.934652,2021-07-12,US,32,"2,84",0,import,kimberly,green,68685
93,james.hernandez@mail.com,James,Hernandez,1519 Main St,San Antonio,San Antonio County,PA,92065,company.co,574-133-5327,M,1982-03-28,2026-06-01,1,,email_93,Asian,Own,company.co,finance,football,39.374102,-100.439171,2026-06-01,US,64,"1,60",,web,james,hernandez,92065
94,timothy.torres@example.com,Timothy,Torres,6863 Main St,Dallas,Dallas County,MI,68908,web.net,313-115-4022,F,1993-12-12,2023-03-26,1,,email_94,White,,web.net,fashion,mobile,28.804037,-113.450085,2023-03-26,US,75,"23,67",0,web,timothy,torres,68908
95,michelle.michelle@company.co,Michelle,Michelle,8519 Main St,San Diego,San Diego County,VA,24073,example.com,919-433-8703,F,1976-10-23,2021-06-10,0,,email_95,,Own,example.com,music,fitness,36.832741,-109.887739,2021-06-10,US,37,"26,54",0,web,michelle,michelle,24073
96,kevin.kevin@example.com,Kevin,Kevin,4426 Main St,Seattle,Seattle County,DC,20239,example.com,351-349-6552,F,2005-11-17,2025-04-04,0,,email_96,,Own,example.com,fashion,casual,38.870389,-102.312848,2025-04-04,US,49,"13,70",1,api,kevin,kevin,20239
97,mark.mark@web.net,Mark,Mark,9404 Main St,Phoenix,Phoenix County,MT,59087,mail.com,387-119-4632,Other,1984-09-01,2023-01-19,0,,email_97,White,Rent,mail.com,fashion,fitness,36.441500,-72.532828,2023-01-19,US,34,"44,86",1,manual,mark,mark,59087
98,baker@web.net,,Baker,1828 Main St,San Francisco,San Francisco County,SC,29101,business.io,285-593-8433,Other,1984-11-23,2022-11-08,1,,email_98,Asian,Rent,business.io,fashion,investing,45.654319,-100.689433,2022-11-08,US,73,"32,75",0,manual,,baker,29101
99,taylor@mail.com,,Taylor,6458 Main St,Phoenix,Phoenix County,MA,01068,mail.com,458-682-3569,F,1951-10-06,2026-11-10,0,,email_99,Black,Rent,mail.com,sports,domestic,28.003231,-91.005477,2026-11-10,US,37,"50,58",1,api,,taylor,01068
